Conversation_ID,Attacker_Helper,Victim,Conversation_Type
5jsQiy0TwG6ubN,"Good afternoon, sir. This is Michael from the IRS. I'm calling to inform you that there is an arrest warrant issued against you due to unpaid taxes.",What? I always file my taxes on time. Can you give me some information so I can verify your credentials?,1
5jsQiy0TwG6ubN,"Yes, I definitely can. Can you confirm your social security number?","No, I will not give out my social security number on the phone.",1
5jsQiy0TwG6ubN,"I understand your concern, sir. Can you at least tell me your name and current address?",I don't feel comfortable sharing that information either. I suggest you send me a letter if this is a legitimate issue.,1
5jsQiy0TwG6ubN,"I'm sorry but I can't do that, sir. Your warrant will remain active until you pay your back taxes. Failure to do so will result in an arrest tonight.","Wait, what? That's not fair at all. I demand to talk to your supervisor or someone higher up.",1
5jsQiy0TwG6ubN,"I am the supervisor, sir. And unfortunately, there's nothing else we can do to help you. Goodbye and good luck with your arrest.",You're lying! I'm not going to fall for this scam. I'm going to report your number to the police right now!,1
VfKvDCR9hk7s9p,"Hello, may I speak with John?","Speaking, who is this?",1
VfKvDCR9hk7s9p,"Good day, John. This is Michael from XYZ company. We are offering a special deal on our latest product. Would you be interested?","I'm sorry, I'm not interested. Please remove me from your list.",1
VfKvDCR9hk7s9p,But it's a limited time offer and a great opportunity for you to save money!,I'm still not interested. Please remove me from your list.,1
VfKvDCR9hk7s9p,Are you sure you wouldn't like to hear more about this amazing offer?,I'm positive. Please remove me from your list.,1
VfKvDCR9hk7s9p,"Okay, sorry to bother you. Have a great day!","Thank you, you too. Goodbye.",1
rnedVqPP0m62QH,"Hello, this is Jane from XYZ Bank. May I speak with John?","This is John speaking. How may I assist you, Jane?",0
rnedVqPP0m62QH,"Hi John, we observed some suspicious activity on your account and wanted to verify if you authorized the transaction for $500 at the ABC store yesterday?","No, I did not make any such transaction. Thank you for letting me know, Jane.",0
rnedVqPP0m62QH,"Thank you for confirming, John. We have blocked fraudulent access to your account and will be issuing you a new debit card shortly.","Okay, I appreciate it. Is there anything else I need to do to secure my account further?",0
rnedVqPP0m62QH,"No, John. Just keep your PIN and personal information safe and never share it with anyone over the phone or online.","Sure, I will be cautious. Thank you, Jane.",0
rnedVqPP0m62QH,"You're welcome, John. Have a nice day!","You too, Jane. Goodbye.",0
x06W8vRl4Uk1tk,"Hello, this is the IRS calling. Your taxes are overdue and we need you to pay immediately or you will be arrested. Please provide your credit card number and we will take care of the rest.","I'm sorry, but I don't believe you. I will not give you my credit card number. Goodbye.",1
x06W8vRl4Uk1tk,"Hello, this is Microsoft calling. Your computer has a virus and we need to fix it immediately. Please provide us with remote access to your computer.","I'm sorry, but I'm not comfortable giving remote access to my computer to someone I don't know. Goodbye.",1
2QPlKAW9XkQBXY,"Hello, this is John from the bank. I'm calling to verify a recent transaction on your account.","Okay, what transaction are you referring to?",0
2QPlKAW9XkQBXY,We have a charge for $500 from a clothing store in New York. Did you make this purchase?,"No, I didn't make that transaction. Can you cancel it please?",0
2QPlKAW9XkQBXY,"Yes, we will block the charge and issue you a new card. For security purposes, can you confirm your date of birth and address?","Sure, my date of birth is May 15, 1992 and my address is 123 Main Street.",0
2QPlKAW9XkQBXY,Thank you for confirming that information. Is there anything else I can assist you with today?,"No, that's all. Thank you for your help.",0
2QPlKAW9XkQBXY,You're welcome. Please don't hesitate to call us if you notice any suspicious activity on your account in the future.,I will. Thank you again.,0
2QPlKAW9XkQBXY,Bye for now.,Goodbye.,0
YIQ95vdZVBzZyU,"Hello, this is John from the IRS. We've noticed some discrepancies in your tax payments and would like to confirm your personal information.","I'm sorry, I don't feel comfortable giving out my personal information over the phone. Can you please send me a letter or an email?",1
YIQ95vdZVBzZyU,"Ma'am, this is the Social Security Administration. Your social security number has been compromised and we need you to confirm your information.","I'm sorry, but I know for a fact that the SSA does not call people to confirm personal information. Please stop trying to scam me.",1
S70kN9lbtQ0hWR,"Hello, is this John?","Yes, who is this?",1
S70kN9lbtQ0hWR,This is Michael from the IRS. We have detected fraudulent activity on your account.,Oh no! What can I do?,1
S70kN9lbtQ0hWR,We need you to give us your personal information to verify your account.,I don't think I should give that over the phone. Can you send me something in writing?,1
S70kN9lbtQ0hWR,"No, we need it right now or we will have to take legal action against you.","I'm sorry, but I'm not comfortable with that. Goodbye.",1
KJnnHmFatez3Mg,"Hello, this is John from the bank. There has been some unusual activity on your account and I need to verify some information with you.","Um, ok. What information do you need from me?",0
KJnnHmFatez3Mg,I need to confirm your date of birth and your social security number.,I'm not sure I feel comfortable giving you that information over the phone. Can I come into the bank to verify my account details in person?,0
KJnnHmFatez3Mg,"Absolutely, we would be happy to help you in person. Just be sure to bring some identification with you.","Great, thank you. I'll come in tomorrow.",0
KJnnHmFatez3Mg,That sounds good. Is there anything else I can help you with today?,"No, that's all. Thank you for calling and letting me know about the unusual activity on my account.",0
LlcbDxHkQDY94B,"Hello sir, this is the IRS and we have detected suspicious activity on your account. Please provide us with your personal information to resolve the issue.","I'm sorry, but I do not feel comfortable providing personal information over the phone. Can you please provide me with your name and badge number?",1
LlcbDxHkQDY94B,"Yes, my name is John Smith and my badge number is 123456. Now please provide us with your information so we can resolve this issue immediately.","I'm sorry, but I still cannot provide personal information over the phone. Can you please send me a letter with more information about the situation?",1
LlcbDxHkQDY94B,"I understand your concern sir, but this is an urgent matter that needs to be resolved immediately. If you do not provide your information, we may have to involve law enforcement.","I'm sorry, but I still cannot provide personal information over the phone. I will contact the IRS directly and verify if this is true.",1
Kxycl95rLpfg7D,"Hello, this is Jane from XYZ bank. Can I speak with John?","Speaking, what can I help you with?",0
Kxycl95rLpfg7D,"Hi John, I'm calling to verify some recent transactions on your account. Have you made any purchases from a foreign country recently?","No, I haven't. Can you confirm my account details and the transactions you are referring to?",0
Kxycl95rLpfg7D,"Sure, can you please provide me with your account number or social security number for verification purposes?","I'm sorry, I don't feel comfortable giving out my personal information over the phone. Can you confirm your identity and call me back from a verifiable number?",0
